id,title,description,image_link,link,google_product_category,brand,price,availability,item_group_id,additional_image_link,sale_price,sale_price_effective_date,condition,age_group,color,gender,material,pattern
137,"Choker with Mango Leaf and Kalash Motifs","This delicate choker with interwoven Mango leaf and Kalash motifs symbolizing purity and prosperity would get you through the busy day on any auspicious occasion.","https://poeticajewels.com/image/catalog/newnacklaces/NP492/645A4695.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=137","Tara","Poetica jewels | Poetry in jewellery",18450.00 INR,in stock,137,"https://poeticajewels.com/image/catalog/newnacklaces/NP492/645A4707.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP492/645A4701.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP492/645A4694.jpg","","",new,,,,,
136,"Choker with Multi Colour Flowers and Hoops","This classy neckpiece with beautifully crafted multi colour flowers interwoven with hoops of glorious red crystals and milky pearls is a statement piece to grace on any auspicious occasion.","https://poeticajewels.com/image/catalog/newnacklaces/NP491/645A4676.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=136","Tara","Poetica jewels | Poetry in jewellery",28450.00 INR,in stock,136,"https://poeticajewels.com/image/catalog/newnacklaces/NP491/645A4690.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP491/645A4688.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP491/645A4680.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP491/645A4677.jpg","","",new,,,,,
140,"Choker with Starry Glasswork","Shining as bright as the stars in the night sky, be ready to add shimmer to your glamorous dress for a cocktail party or any auspicious occasion. The finely crafted glasswork with creamy pearls, will reflect the  light and add a glow to the glorious you.","https://poeticajewels.com/image/catalog/newnacklaces/NP495/645A4625.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=140","Tara","Poetica jewels | Poetry in jewellery",29450.00 INR,in stock,140,"https://poeticajewels.com/image/catalog/newnacklaces/NP495/645A4629.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP495/645A4628.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP495/645A4626.jpg","","",new,,,,,
125,"CRESCENT DANGLERS WITH PEARLS","The creamy pearls and glistening glass beads come together beautifully to add charm to your alluring beauty. Complements your pick for a Saree or a dress, when you wear it on any auspicious occasion. ","https://poeticajewels.com/image/catalog/products/Earrings/ER 518 (Crescent Danglers with Pearls)/645A4539.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=125","Tara","Poetica jewels | Poetry in jewellery",9950.00 INR,in stock,125,"https://poeticajewels.com/image/catalog/products/Earrings/ER 518 (Crescent Danglers with Pearls)/645A4555.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER 518 (Crescent Danglers with Pearls)/645A4554.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER 518 (Crescent Danglers with Pearls)/645A4545.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER 518 (Crescent Danglers with Pearls)/645A4541.jpg","","",new,,,,,
193,"CROWNING GLORY EARRINGS","You are the undisputed crowning beauty who rules his heart. His heart skips a beat when the golden glittery beads of these Crowning Glory Earrings kiss your cheeks. Perfect.","https://poeticajewels.com/image/catalog/products/Earrings/ER536/645A4370.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=193","Tara","Poetica jewels | Poetry in jewellery",12450.00 INR,in stock,193,"https://poeticajewels.com/image/catalog/products/Earrings/ER536/645A4377.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER536/645A4373.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER536/645A4371.jpg","","",new,,,,,
174,"DANCING DUET PEACOCK EARRINGS","With these earrings having duet of Dancing Peacocks  let everyone know that your heart is dancing with joy on your engagement day or your best friend's wedding. Pair it with our Dancing Peacocks in a garden necklace, or flaunt it solo.","https://poeticajewels.com/image/catalog/products/Earrings/ER468/645A8113.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=174","Tara","Poetica jewels | Poetry in jewellery",5950.00 INR,in stock,174,"https://poeticajewels.com/image/catalog/products/Earrings/ER468/645A8097_2.jpg","","",new,,,,,
120,"DANCING PEACOCK EARRINGS","The Peacock symbolises royalty, honour, and majestic beauty. These peacock earrings are reflective of your outer as well as inner beauty. Be ready to accept the compliments coming your way when you enter a party or a get-together with friends and family, wearing these Peacock Earrings.","https://poeticajewels.com/image/catalog/products/Earrings/ER 511 (Peacock Pearl Earrings)/645A4426.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=120","Tara","Poetica jewels | Poetry in jewellery",7950.00 INR,in stock,120,"https://poeticajewels.com/image/catalog/products/Earrings/ER 511 (Peacock Pearl Earrings)/645A4434.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER 511 (Peacock Pearl Earrings)/645A4430.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER 511 (Peacock Pearl Earrings)/645A4429.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER 511 (Peacock Pearl Earrings)/645A4427.jpg","","",new,,,,,
155,"DANCING PEACOCK NECKLACE","This elegant necklace with the intricate design of magnificent Peacocks studded with ruby crystals is a beautiful addition to go with your saree or dress. The Peacocks symbolise royalty, honour, and majestic beauty. This necklace is reflective of your outer as well as inner beauty. ","https://poeticajewels.com/image/catalog/products/Necklaces/NP295/645A4803.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=155","Tara","Poetica jewels | Poetry in jewellery",19450.00 INR,in stock,155,"https://poeticajewels.com/image/catalog/products/Necklaces/NP295/645A4807.jpg,https://poeticajewels.com/image/catalog/products/Necklaces/NP295/645A4801.jpg","","",new,,,,,
173,"DANCING PEACOCKS IN A GARDEN FLORAL JHUMKI","Dancing Peacocks in a garden of Ruby red roses, need you say more to let everyone know that your heart is dancing with joy on your engagement day or your best friend's wedding. Pair it with ourDancing Peacocks in a garden necklace, or flaunt it solo.","https://poeticajewels.com/image/catalog/products/Earrings/ER467/645A8027.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=173","Tara","Poetica jewels | Poetry in jewellery",5950.00 INR,in stock,173,"https://poeticajewels.com/image/catalog/products/Earrings/ER467/645A8015_2.jpg","","",new,,,,,
170,"DANCING PEACOCKS IN A GARDEN NECKLACE","Dancing Peacocks in a garden of Ruby red roses, need you say more to let everyone know that your heart is dancing with joy on your engagement day or your best friend's wedding. Pair it with our Dancing Peacocks in a garden floral Jhumki, or flaunt it solo.","https://poeticajewels.com/image/catalog/products/Necklaces/NP318/645A8020.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=170","Tara","Poetica jewels | Poetry in jewellery",29450.00 INR,in stock,170,"https://poeticajewels.com/image/catalog/products/Necklaces/NP318/645A8026.jpg","","",new,,,,,
121,"DANGLERS WITH FLOWER","The creamy pearls, glistening glass beads and glorious zirconium come together beautifully to add charm to your alluring beauty. Complements your pick for a Saree or a suit, when you wear it on any auspicious occasion. ","https://poeticajewels.com/image/catalog/products/Earrings/ER 512 (Danglers with Flower)/645A4351.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=121","Tara","Poetica jewels | Poetry in jewellery",9950.00 INR,in stock,121,"https://poeticajewels.com/image/catalog/products/Earrings/ER 512 (Danglers with Flower)/645A4360.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER 512 (Danglers with Flower)/645A4358.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER 512 (Danglers with Flower)/645A4355.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER 512 (Danglers with Flower)/645A4354.jpg","","",new,,,,,
132,"Double Layered Multistone Chain Necklace","You are the Sun, the Moon and all the shining Stars. This necklace with multi stones would add to your magnetic charm. It is a perfect choice for your party wear to add sparkle to your Indian or western dress.","https://poeticajewels.com/image/catalog/newnacklaces/NP120/645A4790.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=132","Tara","Poetica jewels | Poetry in jewellery",19450.00 INR,in stock,132,"https://poeticajewels.com/image/catalog/newnacklaces/NP120/645A4796.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP120/645A4792.jpg","","",new,,,,,
148,"DOUBLE LAYERED ROSY RED BEADED PEACOCK NECKLACE","This elegant double-layered Rosy red beaded necklace with paired Peacocks symbolises love and devotion. It's perfect to complete your look for a romantic evening or a cocktail party","https://poeticajewels.com/image/catalog/products/Necklaces/NP275/645A4879.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=148","Tara","Poetica jewels | Poetry in jewellery",17450.00 INR,in stock,148,"https://poeticajewels.com/image/catalog/products/Necklaces/NP275/645A4881.jpg,https://poeticajewels.com/image/catalog/products/Necklaces/NP275/645A4880.jpg","","",new,,,,,
154,"ELEGANT CHOKER WITH GREEN CRYSTALS AND FLOWER BUDS","This elegant choker with green crystals and flower buds is perfect to pair with your beautiful saree on an auspicious occasion.","https://poeticajewels.com/image/catalog/products/Necklaces/NP294/645A4856.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=154","Tara","Poetica jewels | Poetry in jewellery",14450.00 INR,in stock,154,"https://poeticajewels.com/image/catalog/products/Necklaces/NP294/645A4855.jpg,https://poeticajewels.com/image/catalog/products/Necklaces/NP294/645A4854.jpg","","",new,,,,,
146,"Estate Silver Necklace inspired by Turkmen craft.","This Estate Silver Necklace inspired by Turkmen craft symbolises harmonious amalgamation of different cultures. It represents that art and culture have no boundaries. Perfect for a true art lover.","https://poeticajewels.com/image/catalog/products/Necklaces/NP279/645A0854.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=146","Tara","Poetica jewels | Poetry in jewellery",29450.00 INR,in stock,146,"https://poeticajewels.com/image/catalog/products/Necklaces/NP279/645A0858.jpg,https://poeticajewels.com/image/catalog/products/Necklaces/NP279/645A0857_2.jpg,https://poeticajewels.com/image/catalog/products/Necklaces/NP279/645A0851.jpg,https://poeticajewels.com/image/catalog/products/Necklaces/NP279/645A0860.jpg","","",new,,,,,
168,"ETHNIC SILVER NECKLACE STUDDED WITH GREEN ONYX AND SILVER AMBIYAN","This ethnic Silver Necklace studded with Green Onyx and Silver Ambiyan is a delicate and glamorous  piece. it' sassociated with prosperity and purity.","https://poeticajewels.com/image/catalog/products/Necklaces/NP315/645A4883.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=168","Tara","Poetica jewels | Poetry in jewellery",12450.00 INR,in stock,168,"https://poeticajewels.com/image/catalog/products/Necklaces/NP315/645A4887.jpg,https://poeticajewels.com/image/catalog/products/Necklaces/NP315/645A4885.jpg","","",new,,,,,
134,"Ethnic Silver Necklace Studded with Green Onyx and Silver Beads","This ethnic Silver Necklace studded with Green Onyx and Silver beads is delicate yet bold and defines gracefulness.","https://poeticajewels.com/image/catalog/newnacklaces/NP313/645A4871.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=134","Tara","Poetica jewels | Poetry in jewellery",18450.00 INR,in stock,134,"https://poeticajewels.com/image/catalog/newnacklaces/NP313/645A4873.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP313/645A4872.jpg","","",new,,,,,
133,"Ethnic Silver Necklace studded with Pearls and Turqouise Beads","Make a bold statement with this perfect beaded necklace. The intricate placement of turqouise beads and pearls brings out feminine grace and is a perfect combination of ethnic and modern design.","https://poeticajewels.com/image/catalog/newnacklaces/NP283/645A4843.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=133","Tara","Poetica jewels | Poetry in jewellery",29450.00 INR,in stock,133,"https://poeticajewels.com/image/catalog/newnacklaces/NP283/645A4845.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP283/645A4844.jpg","","",new,,,,,
162,"FLOWER NECKLACE","Spread your happy vibes wearing this floral necklace. Pair it with your denims, jumpsuit or a saree for an effortlessly stylish look.","https://poeticajewels.com/image/catalog/products/Necklaces/NP306/645A4851.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=162","Tara","Poetica jewels | Poetry in jewellery",18450.00 INR,in stock,162,"https://poeticajewels.com/image/catalog/products/Necklaces/NP306/645A4852.jpg","","",new,,,,,
185,"FLOWERS IN A GARDEN EARRINGS","On a blissful breezy morning, pair these Flowers in a Garden Earrings with your floral dress for the gossip session over the brunch with your gang of girls.","https://poeticajewels.com/image/catalog/products/Earrings/ER526/645A7808.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=185","Tara","Poetica jewels | Poetry in jewellery",6450.00 INR,in stock,185,"https://poeticajewels.com/image/catalog/products/Earrings/ER526/645A7814.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER526/645A7809.jpg","","",new,,,,,
161,"GANESH LOTUS NECKLACE","This beautifully crafted necklace has Ganesh showering you with blessings. The central Lotus flower and dancing Peacocks symbolise blessings of Lakshmi for prosperity and good luck. What a wonderful way to begin the wedding rituals wearing this artistic piece. Pair it with our Ganesh Lotus Earrings, or flaunt it solo.","https://poeticajewels.com/image/catalog/products/Necklaces/NP304/645A8097_2.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=161","Tara","Poetica jewels | Poetry in jewellery",44450.00 INR,in stock,161,"https://poeticajewels.com/image/catalog/products/Necklaces/NP304/645A8111.jpg,https://poeticajewels.com/image/catalog/products/Necklaces/NP304/645A8107.jpg","","",new,,,,,
138,"Glittering Necklace with Pearls and Red Beads","This glittering necklace with glorious red beads and creamy pearls is a perfect addition to your glamorous evening dress to get you ready for a cocktail party or any auspicious occasion.","https://poeticajewels.com/image/catalog/newnacklaces/NP493/645A4658.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=138","Tara","Poetica jewels | Poetry in jewellery",23450.00 INR,in stock,138,"https://poeticajewels.com/image/catalog/newnacklaces/NP493/645A4674.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP493/645A4668.jpg,https://poeticajewels.com/image/catalog/newnacklaces/NP493/645A4664.jpg","","",new,,,,,
195,"GLORIOUS FLOWER STUDS WITH GREEN ONYX","These stunning Glorious green earrings with intricate patterns are the epitome of beauty. Light and breezy to wear  whole day.","https://poeticajewels.com/image/catalog/products/Earrings/ER539/645A4435.jpg","https://poeticajewels.com/index.php?route=product/product&product_id=195","Tara","Poetica jewels | Poetry in jewellery",2450.00 INR,in stock,195,"https://poeticajewels.com/image/catalog/products/Earrings/ER539/645A4449.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER539/645A4446.jpg,https://poeticajewels.com/image/catalog/products/Earrings/ER539/645A4440.jpg","","",new,,,,,
